HSA-9707616	Reactome Pathway	Heme signaling
HSA-9758941	Reactome Pathway	Gastrulation
HSA-5688426	Reactome Pathway	Deubiquitination
HSA-201722	Reactome Pathway	Formation of the beta-catenin:TCF transactivating complex
HSA-1912408	Reactome Pathway	Pre-NOTCH Transcription and Translation
HSA-2262752	Reactome Pathway	Cellular responses to stress
HSA-597592	Reactome Pathway	Post-translational protein modification
HSA-73894	Reactome Pathway	DNA Repair
HSA-9614085	Reactome Pathway	FOXO-mediated transcription
HSA-8936459	Reactome Pathway	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function
HSA-400253	Reactome Pathway	Circadian Clock
HSA-427413	Reactome Pathway	NoRC negatively regulates rRNA expression
HSA-381340	Reactome Pathway	Transcriptional regulation of white adipocyte differentiation
HSA-8878159	Reactome Pathway	Transcriptional regulation by RUNX3
HSA-5696398	Reactome Pathway	Nucleotide Excision Repair
HSA-1989781	Reactome Pathway	PPARA activates gene expression
HSA-8986944	Reactome Pathway	Transcriptional Regulation by MECP2
HSA-9022537	Reactome Pathway	Loss of MECP2 binding ability to the NCoR/SMRT complex
HSA-9609690	Reactome Pathway	HCMV Early Events
HSA-400206	Reactome Pathway	Regulation of lipid metabolism by PPARalpha
HSA-9707564	Reactome Pathway	Cytoprotection by HMOX1
HSA-1266738	Reactome Pathway	Developmental Biology
HSA-2151201	Reactome Pathway	Transcriptional activation of mitochondrial biogenesis
HSA-1368071	Reactome Pathway	NR1D1 (REV-ERBA) represses gene expression
HSA-383280	Reactome Pathway	Nuclear Receptor transcription pathway
HSA-9623433	Reactome Pathway	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis
HSA-1368082	Reactome Pathway	RORA activates gene expression
HSA-1368108	Reactome Pathway	BMAL1:CLOCK,NPAS2 activates circadian gene expression
HSA-8953750	Reactome Pathway	Transcriptional Regulation by E2F6
HSA-212300	Reactome Pathway	PRC2 methylates histones and DNA
HSA-2426168	Reactome Pathway	Activation of gene expression by SREBF (SREBP)
HSA-9710421	Reactome Pathway	Defective pyroptosis
HSA-3214841	Reactome Pathway	PKMTs methylate histone lysines
HSA-2559580	Reactome Pathway	Oxidative Stress Induced Senescence
HSA-8941284	Reactome Pathway	RUNX2 regulates chondrocyte maturation
HSA-1852241	Reactome Pathway	Organelle biogenesis and maintenance
HSA-198753	Reactome Pathway	ERK/MAPK targets
HSA-525793	Reactome Pathway	Myogenesis
HSA-9006934	Reactome Pathway	Signaling by Receptor Tyrosine Kinases
HSA-9705683	Reactome Pathway	SARS-CoV-2-host interactions
HSA-1280215	Reactome Pathway	Cytokine Signaling in Immune system
HSA-4551638	Reactome Pathway	SUMOylation of chromatin organization proteins
HSA-380259	Reactome Pathway	Loss of Nlp from mitotic centrosomes
HSA-8854518	Reactome Pathway	AURKA Activation by TPX2
HSA-380270	Reactome Pathway	Recruitment of mitotic centrosome proteins and complexes
HSA-2565942	Reactome Pathway	Regulation of PLK1 Activity at G2/M Transition
HSA-68886	Reactome Pathway	M Phase
HSA-3371556	Reactome Pathway	Cellular response to heat stress
HSA-380320	Reactome Pathway	Recruitment of NuMA to mitotic centrosomes
HSA-5620912	Reactome Pathway	Anchoring of the basal body to the plasma membrane
HSA-211000	Reactome Pathway	Gene Silencing by RNA
HSA-449147	Reactome Pathway	Signaling by Interleukins
HSA-500792	Reactome Pathway	GPCR ligand binding
HSA-381771	Reactome Pathway	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)
HSA-418555	Reactome Pathway	G alpha (s) signalling events
HSA-5625886	Reactome Pathway	Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3
HSA-194315	Reactome Pathway	Signaling by Rho GTPases
HSA-195258	Reactome Pathway	RHO GTPase Effectors
HSA-3371497	Reactome Pathway	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand
HSA-5336415	Reactome Pathway	Uptake and function of diphtheria toxin
HSA-3371511	Reactome Pathway	HSF1 activation
HSA-3371568	Reactome Pathway	Attenuation phase
HSA-9796292	Reactome Pathway	Formation of axial mesoderm
HSA-399954	Reactome Pathway	Sema3A PAK dependent Axon repulsion
HSA-9613829	Reactome Pathway	Chaperone Mediated Autophagy
HSA-9013418	Reactome Pathway	RHOBTB2 GTPase cycle
HSA-5218920	Reactome Pathway	VEGFR2 mediated vascular permeability
HSA-2029482	Reactome Pathway	Regulation of actin dynamics for phagocytic cup formation
HSA-8939211	Reactome Pathway	ESR-mediated signaling
HSA-9009391	Reactome Pathway	Extra-nuclear estrogen signaling
HSA-1251985	Reactome Pathway	Nuclear signaling by ERBB4
HSA-9024446	Reactome Pathway	NR1H2 and NR1H3-mediated signaling
HSA-450341	Reactome Pathway	Activation of the AP-1 family of transcription factors
HSA-193807	Reactome Pathway	Synthesis of bile acids and bile salts via 27-hydroxycholesterol
HSA-159418	Reactome Pathway	Recycling of bile acids and salts
HSA-193368	Reactome Pathway	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol
HSA-2559583	Reactome Pathway	Cellular Senescence
HSA-211976	Reactome Pathway	Endogenous sterols
HSA-2871796	Reactome Pathway	FCERI mediated MAPK activation
HSA-1227986	Reactome Pathway	Signaling by ERBB2
HSA-1257604	Reactome Pathway	PIP3 activates AKT signaling
HSA-1430728	Reactome Pathway	Metabolism
HSA-6796648	Reactome Pathway	TP53 Regulates Transcription of DNA Repair Genes
HSA-5683057	Reactome Pathway	MAPK family signaling cascades
HSA-2219530	Reactome Pathway	Constitutive Signaling by Aberrant PI3K in Cancer
HSA-9663891	Reactome Pathway	Selective autophagy
HSA-2559582	Reactome Pathway	Senescence-Associated Secretory Phenotype (SASP)
HSA-5687128	Reactome Pathway	MAPK6/MAPK4 signaling
HSA-2029480	Reactome Pathway	Fcgamma receptor (FCGR) dependent phagocytosis
HSA-4420097	Reactome Pathway	VEGFA-VEGFR2 Pathway
HSA-3214847	Reactome Pathway	HATs acetylate histones
HSA-6785807	Reactome Pathway	Interleukin-4 and Interleukin-13 signaling
HSA-6811558	Reactome Pathway	PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling
HSA-187037	Reactome Pathway	Signaling by NTRK1 (TRKA)
HSA-168249	Reactome Pathway	Innate Immune System
HSA-8878166	Reactome Pathway	Transcriptional regulation by RUNX2
HSA-556833	Reactome Pathway	Metabolism of lipids
HSA-9735871	Reactome Pathway	SARS-CoV-1 targets host intracellular signalling and regulatory pathways
HSA-8863795	Reactome Pathway	Downregulation of ERBB2 signaling
HSA-9665348	Reactome Pathway	Signaling by ERBB2 ECD mutants
HSA-9665686	Reactome Pathway	Signaling by ERBB2 TMD/JMD mutants
HSA-9664565	Reactome Pathway	Signaling by ERBB2 KD Mutants
HSA-9652282	Reactome Pathway	Drug-mediated inhibition of ERBB2 signaling
HSA-9665233	Reactome Pathway	Resistance of ERBB2 KD mutants to trastuzumab
HSA-9665244	Reactome Pathway	Resistance of ERBB2 KD mutants to sapitinib
HSA-9665245	Reactome Pathway	Resistance of ERBB2 KD mutants to tesevatinib
HSA-9665246	Reactome Pathway	Resistance of ERBB2 KD mutants to neratinib
HSA-9665247	Reactome Pathway	Resistance of ERBB2 KD mutants to osimertinib
HSA-9665249	Reactome Pathway	Resistance of ERBB2 KD mutants to afatinib
HSA-9665250	Reactome Pathway	Resistance of ERBB2 KD mutants to AEE788
HSA-9665251	Reactome Pathway	Resistance of ERBB2 KD mutants to lapatinib
HSA-9665737	Reactome Pathway	Drug resistance in ERBB2 TMD/JMD mutants
HSA-5218859	Reactome Pathway	Regulated Necrosis
HSA-9634285	Reactome Pathway	Constitutive Signaling by Overexpressed ERBB2
HSA-5637810	Reactome Pathway	Constitutive Signaling by EGFRvIII
HSA-1236382	Reactome Pathway	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
HSA-5675482	Reactome Pathway	Regulation of necroptotic cell death
HSA-8848021	Reactome Pathway	Signaling by PTK6
HSA-1251932	Reactome Pathway	PLCG1 events in ERBB2 signaling
HSA-8866910	Reactome Pathway	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
HSA-8847993	Reactome Pathway	ERBB2 Activates PTK6 Signaling
HSA-6785631	Reactome Pathway	ERBB2 Regulates Cell Motility
HSA-1963640	Reactome Pathway	GRB2 events in ERBB2 signaling
HSA-1963642	Reactome Pathway	PI3K events in ERBB2 signaling
HSA-1250196	Reactome Pathway	SHC1 events in ERBB2 signaling
HSA-373755	Reactome Pathway	Semaphorin interactions
HSA-8939902	Reactome Pathway	Regulation of RUNX2 expression and activity
HSA-8852276	Reactome Pathway	The role of GTSE1 in G2/M progression after G2 checkpoint
HSA-168928	Reactome Pathway	DDX58/IFIH1-mediated induction of interferon-alpha/beta
HSA-8937144	Reactome Pathway	Aryl hydrocarbon receptor signalling
HSA-1234174	Reactome Pathway	Cellular response to hypoxia
HSA-1234158	Reactome Pathway	Regulation of gene expression by Hypoxia-inducible Factor
HSA-1234176	Reactome Pathway	Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
HSA-9768919	Reactome Pathway	NPAS4 regulates expression of target genes
HSA-3134973	Reactome Pathway	LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production
HSA-9818028	Reactome Pathway	NFE2L2 regulates pentose phosphate pathway genes
HSA-9617629	Reactome Pathway	Regulation of FOXO transcriptional activity by acetylation
HSA-168256	Reactome Pathway	Immune System
HSA-8866907	Reactome Pathway	Activation of the TFAP2 (AP-2) family of transcription factors
HSA-3700989	Reactome Pathway	Transcriptional Regulation by TP53
HSA-8941856	Reactome Pathway	RUNX3 regulates NOTCH signaling
HSA-918233	Reactome Pathway	TRAF3-dependent IRF activation pathway
HSA-9614657	Reactome Pathway	FOXO-mediated transcription of cell death genes
HSA-210744	Reactome Pathway	Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells
HSA-9818027	Reactome Pathway	NFE2L2 regulating anti-oxidant/detoxification enzymes
HSA-6803204	Reactome Pathway	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release
HSA-9013695	Reactome Pathway	NOTCH4 Intracellular Domain Regulates Transcription
HSA-5621575	Reactome Pathway	CD209 (DC-SIGN) signaling
HSA-9793380	Reactome Pathway	Formation of paraxial mesoderm
HSA-211981	Reactome Pathway	Xenobiotics
HSA-9013508	Reactome Pathway	NOTCH3 Intracellular Domain Regulates Transcription
HSA-933541	Reactome Pathway	TRAF6 mediated IRF7 activation
HSA-69275	Reactome Pathway	G2/M Transition
HSA-8951664	Reactome Pathway	Neddylation
HSA-9694516	Reactome Pathway	SARS-CoV-2 Infection
HSA-9705671	Reactome Pathway	SARS-CoV-2 activates/modulates innate and adaptive immune responses
HSA-1474244	Reactome Pathway	Extracellular matrix organization
HSA-3000170	Reactome Pathway	Syndecan interactions
HSA-1566948	Reactome Pathway	Elastic fibre formation
HSA-1566977	Reactome Pathway	Fibronectin matrix formation
HSA-216083	Reactome Pathway	Integrin cell surface interactions
HSA-202733	Reactome Pathway	Cell surface interactions at the vascular wall
HSA-3000157	Reactome Pathway	Laminin interactions
HSA-8874081	Reactome Pathway	MET activates PTK2 signaling
HSA-2129379	Reactome Pathway	Molecules associated with elastic fibres
HSA-111459	Reactome Pathway	Activation of caspases through apoptosome-mediated cleavage
HSA-111463	Reactome Pathway	SMAC (DIABLO) binds to IAPs
HSA-111464	Reactome Pathway	SMAC(DIABLO)-mediated dissociation of IAP:caspase complexes
HSA-5357801	Reactome Pathway	Programmed Cell Death
HSA-109606	Reactome Pathway	Intrinsic Pathway for Apoptosis
HSA-109581	Reactome Pathway	Apoptosis
HSA-9627069	Reactome Pathway	Regulation of the apoptosome activity
HSA-5357786	Reactome Pathway	TNFR1-induced proapoptotic signaling
HSA-168638	Reactome Pathway	NOD1/2 Signaling Pathway
HSA-5357905	Reactome Pathway	Regulation of TNFR1 signaling
HSA-73887	Reactome Pathway	Death Receptor Signaling
HSA-5357769	Reactome Pathway	Caspase activation via extrinsic apoptotic signalling pathway
HSA-5357956	Reactome Pathway	TNFR1-induced NFkappaB signaling pathway
HSA-111465	Reactome Pathway	Apoptotic cleavage of cellular proteins
HSA-418889	Reactome Pathway	Caspase activation via Dependence Receptors in the absence of ligand
HSA-168164	Reactome Pathway	Toll Like Receptor 3 (TLR3) Cascade
HSA-264870	Reactome Pathway	Caspase-mediated cleavage of cytoskeletal proteins
HSA-937061	Reactome Pathway	TRIF(TICAM1)-mediated TLR4 signaling
HSA-198323	Reactome Pathway	AKT phosphorylates targets in the cytosol
HSA-168927	Reactome Pathway	TICAM1, RIP1-mediated IKK complex recruitment
HSA-5676594	Reactome Pathway	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway
HSA-937041	Reactome Pathway	IKK complex recruitment mediated by RIP1
HSA-5674400	Reactome Pathway	Constitutive Signaling by AKT1 E17K in Cancer
HSA-5620971	Reactome Pathway	Pyroptosis
HSA-422356	Reactome Pathway	Regulation of insulin secretion
HSA-111885	Reactome Pathway	Opioid Signalling
HSA-392170	Reactome Pathway	ADP signalling through P2Y purinoceptor 12
HSA-202040	Reactome Pathway	G-protein activation
HSA-400042	Reactome Pathway	Adrenaline,noradrenaline inhibits insulin secretion
HSA-420092	Reactome Pathway	Glucagon-type ligand receptors
HSA-381676	Reactome Pathway	Glucagon-like Peptide-1 (GLP1) regulates insulin secretion
HSA-9634597	Reactome Pathway	GPER1 signaling
HSA-9660821	Reactome Pathway	ADORA2B mediated anti-inflammatory cytokines production
HSA-991365	Reactome Pathway	Activation of GABAB receptors
HSA-418597	Reactome Pathway	G alpha (z) signalling events
HSA-8964315	Reactome Pathway	G beta:gamma signalling through BTK
HSA-392851	Reactome Pathway	Prostacyclin signalling through prostacyclin receptor
HSA-418217	Reactome Pathway	G beta:gamma signalling through PLC beta
HSA-8964616	Reactome Pathway	G beta:gamma signalling through CDC42
HSA-500657	Reactome Pathway	Presynaptic function of Kainate receptors
HSA-428930	Reactome Pathway	Thromboxane signalling through TP receptor
HSA-392451	Reactome Pathway	G beta:gamma signalling through PI3Kgamma
HSA-418592	Reactome Pathway	ADP signalling through P2Y purinoceptor 1
HSA-1296041	Reactome Pathway	Activation of G protein gated Potassium channels
HSA-9615017	Reactome Pathway	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes
HSA-997272	Reactome Pathway	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits
HSA-456926	Reactome Pathway	Thrombin signalling through proteinase activated receptors (PARs)
HSA-163359	Reactome Pathway	Glucagon signaling in metabolic regulation
HSA-6814122	Reactome Pathway	Cooperation of PDCL (PhLP1) and TRiC/CCT in G-protein beta folding
HSA-432040	Reactome Pathway	Vasopressin regulates renal water homeostasis via Aquaporins
HSA-4086398	Reactome Pathway	Ca2+ pathway
HSA-416482	Reactome Pathway	G alpha (12/13) signalling events
HSA-2980736	Reactome Pathway	Peptide hormone metabolism
HSA-5250924	Reactome Pathway	B-WICH complex positively regulates rRNA expression
HSA-73728	Reactome Pathway	RNA Polymerase I Promoter Opening
HSA-5334118	Reactome Pathway	DNA methylation
HSA-110330	Reactome Pathway	Recognition and association of DNA glycosylase with site containing an affected purine
HSA-110331	Reactome Pathway	Cleavage of the damaged purine
HSA-427359	Reactome Pathway	SIRT1 negatively regulates rRNA expression
HSA-68616	Reactome Pathway	Assembly of the ORC complex at the origin of replication
HSA-2299718	Reactome Pathway	Condensation of Prophase Chromosomes
HSA-9670095	Reactome Pathway	Inhibition of DNA recombination at telomere
HSA-912446	Reactome Pathway	Meiotic recombination
HSA-73772	Reactome Pathway	RNA Polymerase I Promoter Escape
HSA-9616222	Reactome Pathway	Transcriptional regulation of granulopoiesis
HSA-2559586	Reactome Pathway	DNA Damage/Telomere Stress Induced Senescence
HSA-5578749	Reactome Pathway	Transcriptional regulation by small RNAs
HSA-977225	Reactome Pathway	Amyloid fiber formation
HSA-8939236	Reactome Pathway	RUNX1 regulates transcription of genes involved in differentiation of HSCs
HSA-3214858	Reactome Pathway	RMTs methylate histone arginines
HSA-392499	Reactome Pathway	Metabolism of proteins
HSA-9610379	Reactome Pathway	HCMV Late Events
HSA-5689901	Reactome Pathway	Metalloprotease DUBs
HSA-5693571	Reactome Pathway	Nonhomologous End-Joining (NHEJ)
HSA-5689880	Reactome Pathway	Ub-specific processing proteases
HSA-5693565	Reactome Pathway	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks
HSA-69473	Reactome Pathway	G2/M DNA damage checkpoint
HSA-5693607	Reactome Pathway	Processing of DNA double-strand break ends
HSA-5689603	Reactome Pathway	UCH proteinases
HSA-9711123	Reactome Pathway	Cellular response to chemical stress
HSA-9619665	Reactome Pathway	EGR2 and SOX10-mediated initiation of Schwann cell myelination
HSA-198725	Reactome Pathway	Nuclear Events (kinase and transcription factor activation)
HSA-9006925	Reactome Pathway	Intracellular signaling by second messengers
HSA-9612973	Reactome Pathway	Autophagy
HSA-9646399	Reactome Pathway	Aggrephagy
HSA-9755511	Reactome Pathway	KEAP1-NFE2L2 pathway
HSA-9759194	Reactome Pathway	Nuclear events mediated by NFE2L2
HSA-9664873	Reactome Pathway	Pexophagy
HSA-5689877	Reactome Pathway	Josephin domain DUBs
HSA-209543	Reactome Pathway	p75NTR recruits signalling complexes
HSA-209560	Reactome Pathway	NF-kB is activated and signals survival
HSA-205043	Reactome Pathway	NRIF signals cell death from the nucleus
HSA-110320	Reactome Pathway	Translesion Synthesis by POLH
HSA-5205685	Reactome Pathway	PINK1-PRKN Mediated Mitophagy
HSA-8940973	Reactome Pathway	RUNX2 regulates osteoblast differentiation
HSA-8878171	Reactome Pathway	Transcriptional regulation by RUNX1
HSA-9615710	Reactome Pathway	Late endosomal microautophagy
HSA-5689896	Reactome Pathway	Ovarian tumor domain proteases
HSA-6781823	Reactome Pathway	Formation of TC-NER Pre-Incision Complex
HSA-8866654	Reactome Pathway	E3 ubiquitin ligases ubiquitinate target proteins
HSA-8941858	Reactome Pathway	Regulation of RUNX3 expression and activity
HSA-168643	Reactome Pathway	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways
HSA-5362768	Reactome Pathway	Hh mutants are degraded by ERAD
HSA-5678895	Reactome Pathway	Defective CFTR causes cystic fibrosis
HSA-1834949	Reactome Pathway	Cytosolic sensors of pathogen-associated DNA
HSA-5358346	Reactome Pathway	Hedgehog ligand biogenesis
HSA-6782135	Reactome Pathway	Dual incision in TC-NER
HSA-6782210	Reactome Pathway	Gap-filling DNA repair synthesis and ligation in TC-NER
HSA-9013694	Reactome Pathway	Signaling by NOTCH4
HSA-9692914	Reactome Pathway	SARS-CoV-1-host interactions
HSA-382556	Reactome Pathway	ABC-family proteins mediated transport
HSA-9012999	Reactome Pathway	RHO GTPase cycle
HSA-9020702	Reactome Pathway	Interleukin-1 signaling
HSA-6798695	Reactome Pathway	Neutrophil degranulation
HSA-5621481	Reactome Pathway	C-type lectin receptors (CLRs)
HSA-5633007	Reactome Pathway	Regulation of TP53 Activity
HSA-193670	Reactome Pathway	p75NTR negatively regulates cell cycle via SC1
HSA-9022699	Reactome Pathway	MECP2 regulates neuronal receptors and channels
HSA-68882	Reactome Pathway	Mitotic Anaphase
HSA-2500257	Reactome Pathway	Resolution of Sister Chromatid Cohesion
HSA-69242	Reactome Pathway	S Phase
HSA-2467813	Reactome Pathway	Separation of Sister Chromatids
HSA-3108214	Reactome Pathway	SUMOylation of DNA damage response and repair proteins
HSA-8939243	Reactome Pathway	RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known
HSA-196807	Reactome Pathway	Nicotinate metabolism
HSA-196849	Reactome Pathway	Metabolism of water-soluble vitamins and cofactors
HSA-8982491	Reactome Pathway	Glycogen metabolism
HSA-70221	Reactome Pathway	Glycogen breakdown (glycogenolysis)
HSA-189085	Reactome Pathway	Digestion of dietary carbohydrate
HSA-5663084	Reactome Pathway	Diseases of carbohydrate metabolism
HSA-3229121	Reactome Pathway	Glycogen storage diseases
HSA-70171	Reactome Pathway	Glycolysis
HSA-71387	Reactome Pathway	Metabolism of carbohydrates
HSA-2142753	Reactome Pathway	Arachidonic acid metabolism
HSA-2162123	Reactome Pathway	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)
HSA-9025094	Reactome Pathway	Biosynthesis of DPAn-3 SPMs
HSA-6783783	Reactome Pathway	Interleukin-10 signaling
HSA-9018679	Reactome Pathway	Biosynthesis of EPA-derived SPMs
HSA-9018677	Reactome Pathway	Biosynthesis of DHA-derived SPMs
HSA-9026286	Reactome Pathway	Biosynthesis of DPAn-3-derived protectins and resolvins
HSA-9027604	Reactome Pathway	Biosynthesis of electrophilic Ï‰-3 PUFA oxo-derivatives
HSA-9023661	Reactome Pathway	Biosynthesis of E-series 18(R)-resolvins
HSA-2142770	Reactome Pathway	Synthesis of 15-eicosatetraenoic acid derivatives
HSA-9018896	Reactome Pathway	Biosynthesis of E-series 18(S)-resolvins
HSA-197264	Reactome Pathway	Nicotinamide salvaging
HSA-2142691	Reactome Pathway	Synthesis of Leukotrienes (LT) and Eoxins (EX)
HSA-446652	Reactome Pathway	Interleukin-1 family signaling
HSA-8853884	Reactome Pathway	Transcriptional Regulation by VENTX
HSA-9025106	Reactome Pathway	Biosynthesis of DPAn-6 SPMs
HSA-9026290	Reactome Pathway	Biosynthesis of DPAn-3-derived maresins
HSA-211859	Reactome Pathway	Biological oxidations
HSA-2142700	Reactome Pathway	Synthesis of Lipoxins (LX)
HSA-2142712	Reactome Pathway	Synthesis of 12-eicosatetraenoic acid derivatives
HSA-211945	Reactome Pathway	Phase I - Functionalization of compounds
HSA-442720	Reactome Pathway	CREB1 phosphorylation through the activation of Adenylate Cyclase
HSA-180024	Reactome Pathway	DARPP-32 events
HSA-9664323	Reactome Pathway	FCGR3A-mediated IL10 synthesis
HSA-382551	Reactome Pathway	Transport of small molecules
HSA-9634600	Reactome Pathway	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism
HSA-2672351	Reactome Pathway	Stimuli-sensing channels
HSA-3295583	Reactome Pathway	TRP channels
HSA-8853659	Reactome Pathway	RET signaling
HSA-5610780	Reactome Pathway	Degradation of GLI1 by the proteasome
HSA-5610783	Reactome Pathway	Degradation of GLI2 by the proteasome
HSA-5610785	Reactome Pathway	GLI3 is processed to GLI3R by the proteasome
HSA-109582	Reactome Pathway	Hemostasis
HSA-5578775	Reactome Pathway	Ion homeostasis
HSA-1280218	Reactome Pathway	Adaptive Immune System
HSA-375280	Reactome Pathway	Amine ligand-binding receptors
HSA-112311	Reactome Pathway	Neurotransmitter clearance
HSA-390666	Reactome Pathway	Serotonin receptors
HSA-379398	Reactome Pathway	Enzymatic degradation of Dopamine by monoamine oxidase
HSA-379397	Reactome Pathway	Enzymatic degradation of dopamine by COMT
HSA-380615	Reactome Pathway	Serotonin clearance from the synaptic cleft
HSA-209931	Reactome Pathway	Serotonin and melatonin biosynthesis
HSA-112315	Reactome Pathway	Transmission across Chemical Synapses
HSA-181430	Reactome Pathway	Norepinephrine Neurotransmitter Release Cycle
HSA-372790	Reactome Pathway	Signaling by GPCR
HSA-76002	Reactome Pathway	Platelet activation, signaling and aggregation
HSA-170670	Reactome Pathway	Adenylate cyclase inhibitory pathway
HSA-2219528	Reactome Pathway	PI3K/AKT Signaling in Cancer
HSA-1660499	Reactome Pathway	Synthesis of PIPs at the plasma membrane
HSA-912631	Reactome Pathway	Regulation of signaling by CBL
HSA-9006335	Reactome Pathway	Signaling by Erythropoietin
HSA-912526	Reactome Pathway	Interleukin receptor SHC signaling
HSA-114604	Reactome Pathway	GPVI-mediated activation cascade
HSA-198203	Reactome Pathway	PI3K/AKT activation
